# Nmax = 5
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
6.5574 1.6566 0.0921   5 3 3   3 2 0   0 0 1   (1)
6.5574 1.7653 0.0864   5 3 3   0 2 1   3 0 1   (1)
6.5574 1.9169 0.0796   5 3 3   2 -1 1   0 1 0   (1)
6.5574 1.9648 0.0776   5 3 3   2 -1 0   0 2 1   (1)
6.5574 2.1241 0.0718   5 3 3   1 -1 2   1 0 1   (1)
6.5574 2.1674 0.0704   5 3 3   4 1 0   2 0 -1   (1)
6.5574 2.1888 0.0697   5 3 3   0 2 -1   1 0 1   (1)
6.5574 2.2309 0.0684   5 3 3   1 0 -2   2 1 0   (1)
6.5574 2.2516 0.0677   5 3 3   2 -1 2   1 2 0   (1)
6.5574 2.3723 0.0643   5 3 3   -1 1 2   2 1 1   (1)
6.5574 2.4304 0.0627   5 3 3   1 -2 1   3 0 2   (1)
6.5574 2.5427 0.0600   5 3 3   3 2 -1   0 0 1   (1)
6.5574 2.5790 0.0591   5 3 3   0 3 1   -1 1 0   (1)
6.5574 2.7870 0.0547   5 3 3   0 2 3   2 1 1   (1)
6.5574 2.8037 0.0544   5 3 3   2 -2 1   0 1 0   (1)
6.5574 2.8366 0.0538   5 3 3   3 0 4   1 1 0   (1)
6.5574 2.9015 0.0526   5 3 3   1 2 -2   1 1 0   (1)
6.5574 2.9492 0.0517   5 3 3   1 1 4   2 1 0   (1)
6.5574 2.9961 0.0509   5 3 3   -2 1 2   2 1 1   (1)
6.5574 3.0270 0.0504   5 3 3   0 3 -1   2 2 1   (1)
6.5574 3.2061 0.0476   5 3 3   4 -1 0   2 1 1   (1)
6.5574 3.2636 0.0467   5 3 3   3 1 -2   2 1 0   (1)
6.5574 3.3341 0.0457   5 3 3   3 0 -2   0 1 2   (1)
6.5574 3.4168 0.0446   5 3 3   -1 2 3   2 1 1   (1)
6.5574 3.4304 0.0445   5 3 3   3 2 -2   0 0 1   (1)
6.5574 3.5372 0.0431   5 -3 3   1 2 3   0 1 1   (1)
6.5574 3.5503 0.0430   5 3 3   2 -1 4   1 1 0   (1)
6.5574 3.6152 0.0422   5 3 3   3 5 0   1 0 1   (1)
6.5574 3.6281 0.0420   5 3 3   -3 1 2   2 1 1   (1)
6.5574 3.6663 0.0416   5 3 3   1 4 -1   1 2 0   (1)
6.5574 3.6916 0.0413   5 3 3   2 -3 1   0 1 0   (1)
6.5574 3.7292 0.0409   5 3 3   1 -3 2   1 2 0   (1)
6.5574 3.7788 0.0404   5 3 3   4 1 -2   0 1 3   (1)
6.5574 3.8033 0.0401   5 3 3   2 5 0   2 2 1   (1)
6.5574 3.8398 0.0397   5 3 3   5 -1 0   2 1 1   (1)
6.5574 3.9591 0.0385   3 3 -5   1 4 1   0 1 1   (1)
6.5574 3.9825 0.0383   5 3 3   1 -4 0   2 0 1   (1)
6.5574 4.0520 0.0376   5 3 3   -2 2 3   2 1 1   (1)
6.5574 4.0863 0.0373   5 3 3   1 5 0   1 -2 1   (1)
6.5574 4.1316 0.0369   3 3 -5   4 2 1   1 0 2   (1)
6.5574 4.1986 0.0363   5 3 3   1 1 -4   3 2 0   (1)
6.5574 4.2645 0.0358   5 3 3   1 -2 4   1 1 0   (1)
6.5574 4.2971 0.0355   5 3 3   0 5 1   2 0 1   (1)
6.5574 4.3187 0.0353   5 3 3   3 2 -3   0 0 1   (1)
6.5574 4.3295 0.0352   5 3 3   0 5 2   1 -1 0   (1)
6.5574 4.4773 0.0341   5 3 3   -1 3 4   2 1 1   (1)
6.5574 4.5187 0.0337   5 3 3   -2 1 4   3 1 0   (1)
6.5574 4.5392 0.0336   3 3 -5   0 2 5   1 2 1   (1)
6.5574 4.5800 0.0333   5 3 3   2 -4 1   0 1 0   (1)
6.5574 4.6305 0.0329   5 3 3   4 1 -3   1 1 2   (1)
6.5574 4.6904 0.0325   5 3 3   -3 2 3   2 1 1   (12)
6.5574 4.7201 0.0323   5 3 -3   4 2 3   2 1 1   (1)
6.5574 4.7593 0.0320   5 3 3   0 -1 5   2 1 2   (1)
6.5574 4.8656 0.0313   5 -3 3   1 5 0   2 1 1   (1)
6.5574 4.9037 0.0311   5 3 3   0 4 5   2 1 1   (1)
6.5574 4.9509 0.0308   5 -3 3   1 3 4   0 1 1   (1)
6.5574 4.9603 0.0307   5 3 3   2 5 -2   1 -1 2   (1)
6.5574 4.9790 0.0306   5 3 3   0 -3 4   1 1 0   (1)
6.5574 5.0163 0.0304   5 3 3   3 -4 1   2 0 1   (1)
6.5574 5.0440 0.0302   5 3 3   1 5 -2   1 0 1   (1)
6.5574 5.0899 0.0300   5 3 -3   1 3 4   0 1 2   (1)
6.5574 5.0990 0.0299   5 3 3   -3 4 1   0 2 1   (12)
6.5574 5.1172 0.0298   5 3 3   -2 3 4   2 1 1   (1)
6.5574 5.1444 0.0296   5 3 3   3 4 -3   1 0 2   (1)
6.5574 5.2073 0.0293   5 3 3   3 2 -4   0 0 1   (1)
6.5574 5.2783 0.0289   5 3 -3   2 3 4   0 1 3   (1)
6.5574 5.3309 0.0286   5 3 3   2 0 -5   2 1 0   (1)
6.5574 5.3396 0.0286   3 3 -5   1 5 2   0 1 1   (1)
6.5574 5.3570 0.0285   5 3 3   4 4 -3   2 1 2   (1)
6.5574 5.3657 0.0284   3 3 -5   4 2 3   1 0 3   (1)
6.5574 5.4687 0.0279   5 3 3   2 -5 1   0 1 0   (1)
6.5574 5.4942 0.0278   5 3 3   -2 2 5   0 1 2   (1)
6.5574 5.5363 0.0275   5 3 3   3 -4 3   2 2 1   (1)
6.5574 5.5447 0.0275   5 3 3   -1 4 5   2 1 1   (1)
6.5574 5.6363 0.0271   5 3 -3   5 4 3   1 1 2   (1)
6.5574 5.6610 0.0269   5 3 -3   2 5 3   1 2 1   (1)
6.5574 5.6937 0.0268   5 3 3   1 -4 4   1 0 1   (1)
6.5574 5.7425 0.0266   5 3 3   2 -5 2   3 0 2   (1)
6.5574 5.7587 0.0265   5 3 3   0 5 -3   1 0 1   (1)
6.5574 5.7829 0.0264   5 3 3   -2 3 5   0 2 3   (1)
6.5574 5.8310 0.0262   5 3 3   3 0 -5   1 1 2   (12)
6.5574 5.8548 0.0260   5 -3 3   4 3 5   0 2 1   (1)
6.5574 5.9728 0.0255   5 3 3   -5 2 3   2 1 1   (1)
6.5574 5.9806 0.0255   5 3 -3   3 4 4   2 2 1   (1)
6.5574 6.0502 0.0252   5 3 3   5 -4 2   2 0 1   (1)
6.5574 6.0885 0.0250   5 3 3   5 -4 0   3 0 1   (1)
6.5574 6.0961 0.0250   5 3 3   3 2 -5   0 0 1   (1)
6.5574 6.1342 0.0249   5 3 3   2 3 -5   2 1 2   (1)
6.5574 6.1870 0.0246   5 3 3   -2 4 5   2 1 1   (1)
6.5574 6.2988 0.0242   5 3 3   -5 1 4   4 1 0   (1)
6.5574 6.3576 0.0240   5 3 3   4 0 -5   0 1 3   (1)
6.5574 6.3649 0.0240   5 -3 3   1 4 5   0 1 1   (1)
6.5574 6.3868 0.0239   5 -3 3   0 5 4   2 1 3   (1)
6.5574 6.4013 0.0238   5 3 3   -4 3 4   2 1 1   (1)
6.5574 6.4086 0.0238   5 3 3   2 -4 5   1 0 1   (1)
6.5574 6.4736 0.0236   5 3 3   1 4 -5   1 1 0   (1)
6.5574 6.4951 0.0235   5 3 -3   4 2 5   2 1 2   (1)
6.5574 6.5165 0.0234   5 3 -3   3 5 4   1 2 2   (1)
5.7446 6.5621 0.0265   5 2 2   -2 5 4   2 1 1   (1)
6.4807 6.5665 0.0235   5 -4 1   5 3 4   1 1 1   (1)
3.0000 6.5744 0.0507   2 2 1   5 -4 2   0 1 0   (1)
5.3852 6.5758 0.0282   5 0 2   5 1 -5   2 0 1   (1)
4.2426 6.5786 0.0358   4 -1 1   3 5 4   1 1 1   (1)
6.1644 6.5815 0.0246   5 2 3   2 5 -4   2 1 1   (1)
5.4772 6.5853 0.0277   5 -2 1   2 4 5   0 1 1   (1)
5.8310 6.5865 0.0260   4 3 3   -3 5 4   1 1 1   (1)
5.0990 6.5925 0.0297   4 3 1   1 5 -5   1 1 0   (1)
5.8310 6.5999 0.0260   4 3 3   4 2 -5   3 2 0   (1)
5.9161 6.6030 0.0256   5 1 3   -2 5 4   0 1 1   (1)
5.0990 6.6042 0.0297   5 0 1   -2 5 4   1 2 2   (1)
5.1962 6.6053 0.0291   5 -1 1   4 5 4   1 3 2   (1)
4.3589 6.6094 0.0347   3 3 1   -4 5 2   1 0 0   (1)
5.3852 6.6150 0.0281   4 3 2   2 -4 5   1 0 1   (1)
3.6056 6.6158 0.0419   3 0 -2   2 4 5   1 1 1   (1)
5.3852 6.6176 0.0281   4 3 2   5 -3 5   1 2 0   (1)
6.4807 6.6207 0.0233   5 4 1   -5 4 2   4 1 0   (1)
3.7417 6.6225 0.0404   3 2 1   4 -5 2   1 4 0   (1)
6.5574 6.6227 0.0230   5 3 3   2 4 -5   1 0 2   (1)
5.3852 6.6358 0.0280   3 2 -4   5 5 2   2 2 1   (1)
5.0990 6.6361 0.0296   5 0 -1   2 4 5   2 1 1   (1)
4.1231 6.6377 0.0365   3 2 2   2 4 -5   1 1 0   (1)
6.4031 6.6424 0.0235   5 4 0   -2 4 5   1 3 2   (1)
3.3166 6.6469 0.0454   3 1 1   -2 4 5   1 0 0   (1)
4.5826 6.6512 0.0328   4 1 2   -4 2 5   1 0 0   (1)
6.1644 6.6531 0.0244   5 3 2   4 4 -5   1 0 3   (1)
5.8310 6.6532 0.0258   5 0 -3   2 4 5   1 1 1   (1)
4.6904 6.6538 0.0320   3 3 2   2 -4 5   1 2 0   (1)
3.7417 6.6601 0.0401   3 2 1   2 -4 5   1 1 0   (1)
5.0000 6.6603 0.0300   4 3 0   2 -4 5   3 0 2   (1)
5.4772 6.6608 0.0274   5 1 2   5 2 -5   1 0 2   (1)
5.3852 6.6670 0.0279   3 2 -4   4 2 5   2 1 2   (1)
5.4772 6.6683 0.0274   2 1 -5   5 1 5   1 0 3   (1)
1.4142 6.6708 0.1060   1 1 0   -4 5 2   0 4 1   (1)
4.6904 6.6708 0.0320   3 3 2   3 4 -5   1 1 1   (1)
3.0000 6.6750 0.0499   2 2 1   -5 2 4   0 1 1   (1)
3.1623 6.6783 0.0474   3 0 1   1 5 5   0 1 1   (1)
4.2426 6.6792 0.0353   4 1 1   -5 2 5   0 1 2   (1)
5.0990 6.6824 0.0293   4 3 1   4 -5 2   3 0 1   (1)
1.7321 6.6833 0.0864   1 1 -1   4 2 5   1 0 3   (1)
5.1962 6.6833 0.0288   5 1 1   -4 5 3   0 3 2   (1)
3.6056 6.6852 0.0415   3 2 0   -2 4 5   0 1 1   (1)
6.5574 6.6856 0.0228   5 3 3   4 -4 5   1 2 0   (1)
4.3589 6.6886 0.0343   3 3 1   5 -3 4   1 2 0   (1)
5.9161 6.6890 0.0253   5 3 1   -4 5 2   1 0 0   (1)
6.1644 6.6905 0.0242   5 2 -3   2 4 5   0 1 2   (1)
4.1231 6.6906 0.0362   2 2 -3   2 5 4   1 2 1   (1)
4.5826 6.6940 0.0326   4 1 2   2 4 -5   1 0 1   (1)
2.4495 6.6958 0.0610   1 1 -2   2 5 4   1 2 1   (1)
5.3852 6.6979 0.0277   5 0 2   -2 5 4   0 1 1   (1)
5.7446 6.6992 0.0260   5 2 -2   3 4 5   1 1 1   (1)
5.8310 6.6994 0.0256   5 3 0   -2 4 5   0 1 1   (1)
3.1623 6.7007 0.0472   3 -1 0   2 5 4   1 1 1   (1)
6.4031 6.7009 0.0233   4 4 3   -5 4 2   3 1 1   (1)
6.4807 6.7011 0.0230   5 4 1   4 -5 2   1 2 0   (1)
4.2426 6.7041 0.0352   4 1 1   -2 4 5   1 0 0   (1)
4.3589 6.7043 0.0342   3 3 1   2 -4 5   1 0 1   (1)
4.6904 6.7048 0.0318   3 3 2   2 -5 4   1 0 1   (1)
5.0990 6.7053 0.0292   4 3 1   -4 5 2   1 0 0   (1)
5.1962 6.7054 0.0287   5 1 1   -2 4 5   1 0 0   (1)
5.9161 6.7061 0.0252   5 1 3   2 4 -5   1 0 1   (1)
6.1644 6.7062 0.0242   5 3 2   -4 5 2   0 2 1   (1)
6.4807 6.7064 0.0230   5 4 1   2 -4 5   1 1 0   (1)
6.5574 6.7065 0.0227   5 3 3   -4 5 2   4 0 1   (1)
6.7082 0.4472 0.3333   5 4 2   1 1 0   0 0 1   (1)
6.7082 0.5578 0.2673   5 4 2   1 1 1   0 0 1   (1)
6.7082 0.8028 0.1857   5 4 2   0 1 0   2 0 1   (1)
6.7082 0.9545 0.1562   5 2 4   0 1 0   1 0 1   (1)
6.7082 1.0954 0.1361   5 2 4   0 1 1   2 0 1   (1)
6.7082 1.3416 0.1111   5 2 4   2 1 0   0 0 1   (1)
6.7082 1.3824 0.1078   5 4 2   1 1 -1   0 0 1   (1)
6.7082 1.4063 0.1060   5 2 4   3 0 1   0 1 1   (1)
6.7082 1.4981 0.0995   5 4 2   1 1 2   0 0 1   (1)
6.7082 1.7256 0.0864   5 4 2   1 3 1   1 -1 0   (1)
6.7082 1.8196 0.0819   5 4 -2   1 2 1   1 1 0   (1)
6.7082 1.8915 0.0788   5 4 2   3 0 1   0 1 0   (1)
6.7082 2.0494 0.0727   5 4 2   0 -2 1   2 1 1   (1)
6.7082 2.1396 0.0697   5 2 4   2 1 -1   0 0 1   (1)
6.7082 2.2608 0.0659   5 2 4   2 3 1   1 0 1   (1)
6.7082 2.3333 0.0639   5 4 2   1 1 -2   0 0 1   (1)
6.7082 2.3758 0.0627   5 4 2   0 3 1   2 -1 0   (1)
6.7082 2.4449 0.0610   5 4 2   1 2 3   1 1 1   (1)
6.7082 2.4495 0.0609   5 4 2   1 1 3   0 0 1   (1)
6.7082 2.4989 0.0597   5 4 2   -3 0 1   0 1 1   (1)
6.7082 2.6034 0.0573   5 4 2   2 1 -2   1 1 1   (1)
6.7082 2.6916 0.0554   5 4 2   3 -1 1   0 1 0   (1)
6.7082 2.7039 0.0551   5 2 4   1 3 0   1 0 1   (1)
6.7082 2.9401 0.0507   5 2 4   2 1 -2   0 0 1   (1)
6.7082 2.9851 0.0499   5 2 4   -2 2 1   0 1 1   (1)
6.7082 3.0000 0.0497   5 2 4   3 -2 1   1 1 1   (1)
6.7082 3.0332 0.0491   4 2 -5   3 1 1   1 0 3   (1)
6.7082 3.1305 0.0476   5 4 2   0 4 1   1 -1 0   (1)
6.7082 3.1482 0.0474   5 4 2   0 1 -3   1 1 0   (1)
6.7082 3.1588 0.0472   5 4 2   1 0 -3   1 1 1   (1)
6.7082 3.2007 0.0466   5 -2 4   1 2 3   0 1 1   (1)
6.7082 3.2318 0.0461   4 2 -5   1 3 1   0 1 1   (1)
6.7082 3.2863 0.0454   5 4 2   1 1 -3   0 0 1   (1)
6.7082 3.3632 0.0443   5 4 2   -4 1 0   2 2 1   (1)
6.7082 3.4026 0.0438   5 4 2   1 1 4   0 0 1   (1)
6.7082 3.4801 0.0428   5 4 2   1 5 0   2 0 1   (1)
6.7082 3.4928 0.0427   5 4 2   3 -2 1   0 1 0   (1)
6.7082 3.5465 0.0420   5 2 4   2 -3 1   1 2 1   (1)
6.7082 3.5559 0.0419   5 4 2   -2 0 3   1 1 1   (1)
6.7082 3.5932 0.0415   5 4 2   0 -2 3   1 1 0   (1)
6.7082 3.6938 0.0404   5 4 2   -2 3 1   2 2 1   (1)
6.7082 3.7148 0.0401   5 2 4   0 4 1   1 1 1   (1)
6.7082 3.7417 0.0398   5 2 4   2 1 -3   0 0 1   (12)
6.7082 3.7742 0.0395   4 -5 2   4 1 1   1 2 0   (1)
6.7082 3.9044 0.0382   5 4 2   0 5 1   -1 1 0   (1)
6.7082 3.9469 0.0378   5 4 2   3 2 -3   1 1 2   (1)
6.7082 4.0249 0.0370   5 4 2   0 5 2   2 2 1   (1)
6.7082 4.0387 0.0369   5 4 -2   1 3 3   1 1 0   (1)
6.7082 4.0798 0.0365   5 2 4   -2 3 2   0 1 1   (1)
6.7082 4.1123 0.0362   5 4 2   -1 1 4   1 1 1   (1)
6.7082 4.2400 0.0352   5 4 2   1 1 -4   0 0 1   (1)
6.7082 4.2714 0.0349   5 2 4   1 5 2   1 1 1   (1)
6.7082 4.2947 0.0347   5 4 2   3 -3 1   0 1 0   (1)
6.7082 4.3359 0.0344   5 4 2   0 5 -1   1 3 0   (1)
6.7082 4.3563 0.0342   5 4 2   1 1 5   0 0 1   (1)
6.7082 4.4247 0.0337   4 2 -5   4 1 2   1 0 2   (1)
6.7082 4.4845 0.0332   5 2 4   2 5 0   1 0 1   (1)
6.7082 4.5363 0.0329   4 2 -5   5 1 1   1 0 1   (1)
6.7082 4.5436 0.0328   5 2 4   2 1 -4   0 0 1   (1)
6.7082 4.5729 0.0326   4 2 -5   1 4 2   0 1 1   (1)
6.7082 4.5826 0.0325   5 4 2   1 0 5   1 1 -1   (1)
6.7082 4.6524 0.0320   5 4 2   0 1 5   2 1 -2   (1)
6.7082 4.6690 0.0319   5 4 2   0 2 5   1 1 1   (1)
6.7082 4.6880 0.0318   5 4 2   -3 2 3   0 1 1   (1)
6.7082 4.8212 0.0309   5 4 2   0 3 5   -1 0 1   (1)
6.7082 4.8282 0.0309   5 4 2   3 1 -4   1 1 1   (1)
6.7082 4.8557 0.0307   4 2 -5   1 2 5   1 1 1   (1)
6.7082 4.8762 0.0306   4 -5 2   1 4 3   0 2 1   (1)
6.7082 4.9306 0.0302   5 2 4   1 5 -1   1 0 1   (1)
6.7082 4.9643 0.0300   5 4 2   0 3 -4   2 0 3   (1)
6.7082 5.0200 0.0297   5 -2 4   0 5 1   2 1 2   (1)
6.7082 5.0442 0.0296   5 4 2   -1 0 5   1 1 2   (1)
6.7082 5.0794 0.0293   5 2 4   -3 1 4   0 1 3   (1)
6.7082 5.0968 0.0292   5 4 2   3 -4 1   0 1 0   (1)
6.7082 5.1229 0.0291   5 4 2   -1 2 5   0 1 2   (1)
6.7082 5.1747 0.0288   5 2 4   -2 4 3   0 1 1   (1)
6.7082 5.1940 0.0287   5 4 2   1 1 -5   0 0 1   (1)
6.7082 5.2260 0.0285   5 2 4   4 -4 1   1 1 1   (1)
6.7082 5.3104 0.0281   5 2 4   2 4 -3   1 1 0   (1)
6.7082 5.3458 0.0279   5 2 4   2 1 -5   0 0 1   (1)
6.7082 5.3521 0.0279   5 4 2   -2 5 2   2 2 1   (1)
6.7082 5.3769 0.0277   5 4 2   0 2 -5   1 1 0   (1)
6.7082 5.3852 0.0277   5 4 2   2 0 -5   1 1 1   (12)
6.7082 5.4447 0.0274   5 4 2   2 1 -5   1 1 2   (1)
6.7082 5.4995 0.0271   5 4 2   5 -3 0   1 3 1   (1)
6.7082 5.5956 0.0266   5 2 -4   3 4 3   0 1 2   (1)
6.7082 5.6194 0.0265   5 -2 4   2 5 2   1 2 1   (1)
6.7082 5.6843 0.0262   5 4 2   -5 3 1   2 2 1   (1)
6.7082 5.7368 0.0260   4 2 -5   4 1 4   1 0 3   (1)
6.7082 5.7619 0.0259   5 4 -2   3 1 5   1 0 3   (1)
6.7082 5.7831 0.0258   5 4 2   -3 0 5   1 1 1   (1)
6.7082 5.8233 0.0256   5 4 2   0 -3 5   1 1 0   (1)
6.7082 5.8519 0.0255   5 4 2   3 2 -5   1 1 3   (1)
6.7082 5.8992 0.0253   5 4 2   3 -5 1   0 1 0   (1)
6.7082 5.9142 0.0252   4 2 -5   1 5 3   0 1 1   (1)
6.7082 5.9423 0.0251   5 2 4   -5 3 2   3 0 1   (1)
6.7082 5.9647 0.0250   5 -2 4   1 4 5   0 1 1   (1)
6.7082 6.0166 0.0248   5 4 2   -3 5 2   2 2 1   (1)
6.7082 6.0480 0.0246   5 2 -4   2 5 3   1 2 1   (1)
6.7082 6.0919 0.0245   4 2 -5   5 5 1   0 1 3   (1)
6.7082 6.1482 0.0242   5 4 2   0 -5 4   1 0 1   (1)
6.7082 6.1626 0.0242   5 2 4   3 2 -5   2 1 0   (1)
6.7082 6.1842 0.0241   4 -5 2   1 5 4   2 1 3   (1)
6.7082 6.2272 0.0239   5 4 2   4 0 -5   0 1 2   (1)
6.7082 6.2645 0.0238   5 2 4   4 -5 3   0 1 0   (1)
6.7082 6.2699 0.0238   5 4 -2   1 4 5   1 1 0   (1)
6.7082 6.3403 0.0235   5 4 -2   0 4 5   2 3 1   (1)
6.7082 6.3491 0.0235   5 2 4   -3 3 5   2 1 2   (1)
6.7082 6.3962 0.0233   4 2 -5   4 1 5   3 1 1   (1)
6.7082 6.4031 0.0233   5 4 2   -4 5 0   4 0 1   (12)
6.7082 6.4739 0.0230   4 2 -5   5 1 4   1 0 2   (1)
6.7082 6.4790 0.0230   5 -4 2   1 4 5   0 1 1   (1)
6.7082 6.4996 0.0229   5 4 2   5 2 -5   1 1 1   (1)
6.7082 6.5422 0.0228   5 4 2   4 -3 5   2 3 0   (1)
6.7082 6.5557 0.0227   5 -2 4   5 5 1   2 3 0   (1)
6.7082 6.6816 0.0223   5 4 2   -4 5 2   2 2 1   (1)
6.7082 6.7016 0.0222   5 2 4   -4 5 2   2 0 1   (1)
5.8310 6.7104 0.0256   5 3 0   5 -4 3   4 0 1   (1)
3.1623 6.7157 0.0471   3 1 0   -4 5 3   0 2 1   (1)
6.7082 6.7165 0.0222   5 4 -2   2 5 5   1 1 0   (1)
5.0000 6.7201 0.0298   4 0 -3   5 4 3   1 1 1   (1)
5.4772 6.7206 0.0272   5 2 -1   4 5 5   2 1 0   (1)
5.3852 6.7210 0.0276   4 3 -2   5 2 5   2 1 1   (1)
4.1231 6.7257 0.0361   3 2 2   -3 5 4   1 1 1   (1)
5.8310 6.7257 0.0255   4 3 3   5 4 -4   0 0 1   (1)
4.5826 6.7259 0.0324   4 2 1   5 -5 1   0 1 0   (1)
5.7446 6.7262 0.0259   4 4 1   5 -2 5   2 1 1   (1)
5.0990 6.7340 0.0291   5 1 0   2 5 5   1 2 2   (1)
3.7417 6.7348 0.0397   3 1 2   4 -5 5   1 2 0   (1)
6.5574 6.7411 0.0226   5 3 -3   4 3 5   3 2 1   (1)
5.0990 6.7425 0.0291   3 1 -4   1 5 5   1 2 1   (1)
4.1231 6.7432 0.0360   3 2 -2   4 5 4   0 1 3   (1)
6.4031 6.7463 0.0231   5 0 4   -1 5 5   1 1 2   (1)
6.1644 6.7493 0.0240   5 -3 2   3 4 5   0 3 2   (1)
3.0000 6.7495 0.0494   2 2 1   1 5 -5   1 0 2   (1)
5.7446 6.7555 0.0258   4 1 -4   5 4 3   0 1 3   (1)
5.4772 6.7577 0.0270   5 2 -1   3 5 5   0 2 3   (1)
4.1231 6.7650 0.0359   4 1 0   -5 5 3   0 2 1   (1)
5.3852 6.7696 0.0274   4 -2 3   4 5 4   1 1 1   (1)
2.4495 6.7700 0.0603   2 1 1   5 -5 2   0 1 0   (1)
6.4031 6.7733 0.0231   5 0 -4   5 4 3   1 1 1   (1)
5.7446 6.7734 0.0257   2 2 -5   1 5 5   0 1 2   (1)
5.9161 6.7739 0.0250   3 -5 1   3 5 4   2 1 2   (1)
4.2426 6.7782 0.0348   4 1 1   5 -5 4   1 3 -1   (1)
4.5826 6.7788 0.0322   4 2 1   2 5 -5   1 0 1   (1)
6.4807 6.7806 0.0228   5 1 -4   4 5 3   0 2 3   (1)
2.2361 6.7823 0.0659   2 1 0   5 -5 1   1 0 0   (12)
3.3166 6.7823 0.0445   3 1 1   4 -5 4   1 1 0   (12)
6.4031 6.7895 0.0230   4 -4 3   5 3 5   2 1 2   (1)
4.5826 6.7929 0.0321   4 -2 1   4 5 3   1 2 1   (1)
5.0000 6.7941 0.0294   4 0 3   1 5 -5   3 2 0   (1)
3.6056 6.7993 0.0408   3 -2 0   5 4 3   2 1 1   (1)
4.1231 6.7997 0.0357   4 0 1   1 5 5   0 1 1   (1)
5.3852 6.8001 0.0273   5 -2 0   5 5 2   1 3 1   (1)
6.7082 6.8003 0.0219   4 2 -5   5 4 3   1 1 2   (1)
4.6904 6.8057 0.0313   3 3 2   5 -4 3   0 1 0   (1)
5.7446 6.8069 0.0256   5 2 2   -5 4 3   2 1 1   (1)
5.8310 6.8105 0.0252   4 3 3   4 5 -4   1 1 0   (1)
3.7417 6.8139 0.0392   3 2 1   1 5 -5   1 1 0   (1)
5.8310 6.8148 0.0252   5 0 -3   4 5 3   2 2 1   (1)
5.3852 6.8229 0.0272   4 2 3   -3 5 4   0 1 1   (1)
4.3589 6.8287 0.0336   3 1 -3   4 5 3   0 1 2   (1)
6.5574 6.8302 0.0223   5 3 3   -3 4 5   2 1 1   (1)
6.1644 6.8422 0.0237   5 3 2   4 -5 3   2 0 1   (1)
6.4031 6.8592 0.0228   4 4 3   -4 3 5   3 1 0   (1)
4.1231 6.8642 0.0353   4 0 -1   3 4 5   2 1 1   (1)
5.0990 6.8669 0.0286   5 0 1   1 5 5   0 1 1   (1)
6.1644 6.8710 0.0236   5 2 3   5 1 -5   3 1 0   (1)
3.0000 6.8718 0.0485   2 2 1   -4 5 3   1 0 0   (1)
3.6056 6.8725 0.0404   3 0 -2   1 5 5   2 2 1   (1)
6.7082 6.8735 0.0217   5 2 -4   5 5 3   1 2 3   (1)
5.4772 6.8775 0.0265   5 2 1   -4 3 5   1 1 1   (1)
6.7082 6.8783 0.0217   5 4 2   -3 4 5   0 1 1   (1)
5.7446 6.8799 0.0253   4 4 1   1 -5 5   1 0 1   (1)
4.6904 6.8821 0.0310   3 3 2   5 -3 5   1 4 0   (1)
5.0000 6.8877 0.0290   4 -3 0   5 4 3   2 1 1   (1)
5.7446 6.8953 0.0252   4 -4 1   4 3 5   1 2 2   (1)
5.8310 6.9006 0.0249   4 3 3   3 4 -5   1 0 4   (1)
5.4772 6.9041 0.0264   5 2 1   -1 5 5   0 1 1   (1)
6.5574 6.9114 0.0221   5 3 3   5 5 -4   2 1 2   (1)
4.6904 6.9118 0.0308   3 -3 2   3 4 5   1 2 2   (1)
6.4031 6.9300 0.0225   5 -4 0   5 4 3   2 1 1   (1)
5.0000 6.9311 0.0289   4 0 3   -4 5 3   1 1 2   (1)
6.5574 6.9316 0.0220   5 3 -3   5 2 5   1 0 4   (1)
5.8310 6.9324 0.0247   5 3 0   5 -5 1   2 1 0   (1)
6.4807 6.9334 0.0223   5 4 1   -5 3 4   2 1 0   (1)
6.1644 6.9339 0.0234   5 -2 3   2 5 5   0 3 2   (1)
4.6904 6.9348 0.0307   3 3 2   5 1 -5   0 1 2   (1)
4.3589 6.9358 0.0331   3 3 1   -4 5 3   0 2 1   (1)
5.0990 6.9365 0.0283   4 3 1   -3 5 4   0 3 2   (1)
4.1231 6.9367 0.0350   3 2 2   5 1 -5   2 1 0   (1)
5.9161 6.9406 0.0244   5 -3 1   4 5 3   1 2 1   (1)
5.3852 6.9406 0.0268   4 3 -2   2 5 5   1 1 0   (1)
3.3166 6.9413 0.0434   1 1 -3   2 5 5   1 2 1   (1)
2.2361 6.9426 0.0644   2 0 -1   4 3 5   1 1 2   (1)
5.4772 6.9426 0.0263   5 2 1   5 -5 3   1 1 0   (1)
6.7082 6.9426 0.0215   5 2 4   3 5 -4   2 0 3   (1)
5.3852 6.9431 0.0267   4 3 2   1 5 -5   2 0 3   (1)
3.7417 6.9437 0.0385   3 2 1   4 -5 3   1 2 0   (1)
4.5826 6.9454 0.0314   4 2 1   -5 2 5   1 1 1   (1)
5.3852 6.9506 0.0267   5 2 0   -3 4 5   0 1 1   (1)
6.7082 6.9506 0.0214   5 4 2   -5 1 5   2 1 0   (1)
2.4495 6.9522 0.0587   2 1 1   5 3 -5   0 0 1   (1)
5.0990 6.9531 0.0282   5 -1 0   4 5 4   2 1 1   (1)
